Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2
Hum Nahin Sudhrenge,-1980.0,122 min,"Comedy, Crime, Drama",5.6,11,Asrani,Asrani,Yogeeta Bali
Hum Naujawan,-1985.0,137 min,"Drama, Thriller",5.3,69,Dev Anand,Dev Anand,Bunty Behl
Hum Paanch,-1980.0,163 min,"Action, Drama",6.5,189,Bapu,Sanjeev Kumar,Shabana Azmi
Hum Pyar Tumhi Se Kar Baithe,-2002.0,138 min,"Musical, Romance",5.7,46,Mohan Singh Rathor,Jugal Hansraj,Tina Rana
Hum Saath-Saath Hain: We Stand United,-1999.0,177 min,"Drama, Musical",6.3,"7,359",Sooraj R. Barjatya,Mohnish Bahl,Salman Khan
Hum Sab Chor Hain,-1995.0,143 min,"Action, Drama, Romance",3.5,37,Ambrish Sangal,Jeetendra,Dharmendra
Hum Se Hai Zamana,-1983.0,119 min,Action,6.0,47,Deepak Bahry,Mithun Chakraborty,Zeenat Aman
Hum Se Na Takrana,-1990.0,145 min,"Action, Crime, Drama",4.5,48,Deepak Bahry,Dharmendra,Mithun Chakraborty
Hum To Chale Pardes,-1988.0,137 min,Drama,5.8,19,Ravindra Peepat,Shashi Kapoor,Mandakini
Hum To Mohabbat Karega,-2000.0,153 min,"Action, Comedy, Romance",2.7,384,Kundan Shah,Karisma Kapoor,Bobby Deol
Hum Tum,-2004.0,143 min,"Comedy, Drama, Romance",7.0,"13,486",Kunal Kohli,Saif Ali Khan,Rani Mukerji
Hum Tum Aur Ghost,-2010.0,125 min,"Comedy, Drama, Fantasy",4.7,673,Kabeer Kaushik,Arshad Warsi,Dia Mirza
Hum Tum Aur Mom: Mother Never Misguides,-2005.0,134 min,Drama,4.6,42,Ashok Nanda,Raj Vasudeva,Krishna Abhishek
Hum Tum Aur Woh,-1971.0,142 min,Drama,5.9,10,Shiv Kumar,Ashok Kumar,Vinod Khanna
Hum Tum Dushman Dushman,-2015.0,114 min,"Drama, War",6.4,18,Iqbal Durrani,Mashaal Durrani,Sohini Pal
Hum Tum Pe Marte Hain,-1999.0,165 min,"Comedy, Drama, Romance",5.3,488,Nabh Kumar 'Raju',Govinda,Urmila Matondkar
Hum Tum Shabana,-2011.0,126 min,"Comedy, Crime, Drama",3.6,291,Sagar Ballary,Tusshar Kapoor,Shreyas Talpade
Hum Tumhare Hain Sanam,-2002.0,174 min,"Drama, Romance",5.4,"6,610",K.S. Adiyaman,Shah Rukh Khan,Madhuri Dixit
Humayun,-1945.0,118 min,"Drama, History",7.5,46,Mehboob Khan,Ashok Kumar,Veena
Hume Tumse Pyaar Kitna,-2019.0,91 min,"Action, Drama, Romance",4.9,115,Lalit Mohan,Karanvir Bohra,Priya Banerjee
Humein Tumse Pyar Ho Gaya Chupke Chupke,-2003.0,135 min,Drama,1.7,27,Pramod Mandloi,Meghna Desai,Siddharth Dhawan
Humkadam,-1980.0,124 min,"Musical, Drama, Family",6.7,26,Anil Ganguly,Rakhee Gulzar,Parikshit Sahni
Humko Deewana Kar Gaye,-2006.0,155 min,"Drama, Romance",5.2,"3,977",Raj Kanwar,Akshay Kumar,Katrina Kaif
Humko Tumse Pyaar Hai,-2006.0,128 min,"Drama, Romance",4.8,552,Bunty Soorma,Arjun Rampal,Ameesha Patel
Humne Jeena Seekh Liya,-2007.0,149 min,Drama,6.9,51,Milind Ukey,Omkar Bhatkar,Siddharth Chandekar
Humpty Sharma Ki Dulhania,-2014.0,133 min,"Comedy, Drama, Romance",6.0,"11,840",Shashank Khaitan,Varun Dhawan,Alia Bhatt
Humraaz,-2002.0,173 min,"Action, Musical, Romance",6.4,"3,207",Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Bobby Deol
Humse Na Jeeta Koi,-1983.0,120 min,Comedy,5.3,9,Shibu Mitra,Amjad Khan,Randhir Kapoor
Humshakal,-1974.0,142 min,"Thriller, Mystery, Family",6.1,38,Jambulingam,Rajesh Khanna,Tanuja
Humshakals,-2014.0,159 min,"Comedy, Drama, Romance",1.8,"7,840",Sajid Khan,Saif Ali Khan,Riteish Deshmukh
Hungama,-2003.0,153 min,"Comedy, Drama, Romance",7.5,"13,768",Priyadarshan,Akshaye Khanna,Aftab Shivdasani
Hunterrr,-2015.0,141 min,"Comedy, Romance",7.0,"5,798",Harshavardhan Kulkarni,Gulshan Devaiah,Radhika Apte
Husband Material,-2018.0,156 min,"Comedy, Drama, Romance",6.9,"7,441",Anurag Kashyap,Taapsee Pannu,Abhishek Bachchan
Hyderabad Blues,-1998.0,85 min,"Comedy, Drama, Romance",7.2,903,Nagesh Kukunoor,Nagesh Kukunoor,Rajshri Nair
Hyderabad Nawabs,-2006.0,118 min,Comedy,6.8,118,Lakshmikanth Chenna,Masti Ali,Chitram Basha
Hyderabad Nawabs 2,-2019.0,125 min,Comedy,5.2,27,Mama,Gullu Dada,Farha Khan
I - Proud to be an Indian,-2004.0,129 min,"Action, Crime, Drama",6.1,526,Puneet Sira,Sohail Khan,Tim Lawrence
I Am,-2010.0,95 min,Drama,6.8,948,Onir,Juhi Chawla,Rahul Bose
I Am 24,-2010.0,118 min,"Comedy, Romance",6.0,"1,185",Saurabh Shukla,Rajat Kapoor,Ranvir Shorey
"I Am Alone, So Are You...",-2019.0,117 min,Romance,6.5,897,Harish Vyas,Anshuman Jha,Zareen Khan
I Am Kalam,-2010.0,88 min,"Comedy, Drama, Family",8.0,"3,895",Nila Madhab Panda,Nilamadhab Panda,Gulshan Grover
I Am Mr Mother,-2015.0,90 min,"Drama, Romance",5.7,23,I.A. Siddique,Mehul Adwani,Dheeraj Bishnoi
I Am Not Blind,-2020.0,101 min,"Drama, Family",7.2,12,Govind Mishra,Vinay Ambast,Amit Ghosh
I Am Offended,-2015.0,102 min,Documentary,8.6,17,Jaideep Varma,Tanmay Bhat,Cyrus Broacha
I Am Roshni,-2018.0,80 min,"Drama, Family, Romance",5.4,11,Manoj J. Bhatia,Suresh Thomas,Ankita Parihar
I Did Not Kill Gandhi,-2005.0,100 min,Drama,7.3,700,Jahnu Barua,Anupam Kher,Urmila Matondkar
I Don't Luv U,-2013.0,120 min,Romance,6.0,25,Amit Kasaria,Jass Bhatia,Ruslaan Mumtaz
I Hate Luv Storys,-2010.0,129 min,"Comedy, Drama, Romance",5.6,"7,675",Punit Malhotra,Imran Khan,Sonam Kapoor
I Know You,-2020.0,98 min,Horror,3.5,20,Jayveer Panghaal,Agast Anand,Nishant Bhardwaj
I Love NY,-2015.0,127 min,"Comedy, Romance",3.4,648,Radhika Rao,Vinay Sapru,Sunny Deol
I See You,-2006.0,122 min,"Comedy, Drama, Fantasy",4.1,"1,119",Vivek b Agrawal,Arjun Rampal,Vipasha Agarwal
"I, Me aur Main",-2013.0,108 min,"Comedy, Drama, Musical",4.6,"1,824",Kapil Sharma,John Abraham,Chitrangda Singh
I.D.,-2012.0,87 min,Drama,6.9,152,Kamal K.M.,Geetanjali Thapa,Murari Kumar
Idam Jagath,-2018.0,126 min,"Action, Thriller",5.4,115,Anil Srikantam,Sumanth,Anju Kurian
Identity Card,-2014.0,92 min,"Comedy, Drama, Sci-Fi",5.9,63,Rahat Kazmi,Tia Bajpai,Furqan Merchant
Idiot Box,-2010.0,131 min,"Comedy, Drama",4.5,38,Sunanda Mitra,Sushant Singh,Hrishitaa Bhatt
III Smoking Barrels,-2017.0,127 min,Drama,6.5,117,Sanjib Dey,Subrat Dutta,Indraneil Sengupta
Ikke Pe Ikka,-1994.0,134 min,"Action, Comedy",3.6,631,Raj N. Sippy,Akshay Kumar,Shanti Priya
Ilaaka,-1989.0,161 min,"Action, Drama",4.7,147,Aziz Sejawal,Mithun Chakraborty,Sanjay Dutt
Ilzaam,-1986.0,164 min,"Drama, Family",6.0,95,Shibu Mitra,Shashi Kapoor,Shatrughan Sinha
Ilzam,-1954.0,133 min,"Drama, Family, Romance",6.1,7,R.C. Talwar,Kishore Kumar,Meena Kumari
I'm in Love,-2007.0,140 min,Action,9.2,36,Tom Alter,Bobby Darling,Anil Dhawan
Imaan,-1974.0,131 min,Romance,7.4,27,B. Padmanabham,Sanjeev Kumar,Leena Chandavarkar
Imaandaar,-1987.0,152 min,"Action, Crime, Drama",5.4,62,Sushil Malik,Vikas Anand,Birbal
Immaan Dharam,-1977.0,156 min,"Action, Drama",5.7,177,Desh Mukherjee,Shashi Kapoor,Sanjeev Kumar
Imtihaan,-1994.0,152 min,"Action, Drama, Romance",5.3,338,Harry Baweja,Sunny Deol,Saif Ali Khan
Imtihan,-1974.0,153 min,"Family, Drama",7.4,63,Madan Sinha,Vinod Khanna,Tanuja
In Custody,-1994.0,126 min,"Comedy, Drama",7.1,348,Ismail Merchant,Shashi Kapoor,Shabana Azmi
In the Name of Tai,-2012.0,143 min,Drama,5.9,7,Ujjwal V. Thengdi,Parag Ajgaonkar,Asrani
In the Shadows,-2017.0,117 min,"Drama, Thriller",7.1,577,Dipesh Jain,Manoj Bajpayee,Ranvir Shorey
In Your Name,-2003.0,132 min,"Action, Drama, Romance",7.1,"17,628",Satish Kaushik,Salman Khan,Bhoomika Chawla
Indian,-2001.0,178 min,"Action, Crime, Drama",5.4,"2,213",N. Maharajan,Sunny Deol,Shilpa Shetty Kundra
India's Daughter,-2015.0,63 min,"Documentary, Biography, Crime",8.2,"1,998",Leslee Udwin,Asha Devi,Badri Singh
India's Daughter,-2015.0,120 min,"Action, Crime, Drama",6.9,21,Rupesh Paul,Omkar Das Manikpuri,Amann Grewal
India's Most Wanted,-2019.0,123 min,"Action, Adventure, Thriller",4.5,"1,991",Raj Kumar Gupta,Arjun Kapoor,Sudev Nair
Indira,-1996.0,143 min,Drama,7.0,218,Suhasini,Anuradha Hasan,Arvind Swamy
Indoo Ki Jawani,-2020.0,118 min,"Comedy, Drama",3.0,"5,032",Abir Sengupta,Kiara Advani,Aditya Seal
Indrani,-1958.0,121 min,Drama,7.3,57,Niren Lahiri,Suchitra Sen,Uttam Kumar
Indrasabha,-1932.0,211 min,"Musical, Romance",6.0,12,J.J. Madan,Nissar,Jehanara Kajjan
Indrudu Chandrudu,-1989.0,158 min,"Comedy, Drama",7.2,293,Suresh Krishna,Kamal Haasan,Vijayshanti
Indu Sarkar,-2017.0,139 min,"Drama, Thriller",6.0,"1,446",Madhur Bhandarkar,Kirti Kulhari,Tota Roy Chowdhury
Inkaar,-1977.0,135 min,"Mystery, Thriller",6.9,189,Raj N. Sippy,Vinod Khanna,Vidya Sinha
Inkaar,-2013.0,125 min,"Drama, Romance, Thriller",6.0,"2,491",Sudhir Mishra,Arjun Rampal,Chitrangda Singh
Inquilaab,-1984.0,152 min,"Action, Drama, Thriller",5.8,271,Rama Rao Tatineni,Amitabh Bachchan,C.S. Dubey
Inquilab,-1935.0,144 min,Drama,7.4,38,Debaki Bose,Durga Khote,Prithviraj Kapoor
Insaaf,-1966.0,129 min,"Action, Adventure, Drama",5.7,6,Radhakant,Prithviraj Kapoor,Dara Singh
Insaaf Apne Lahoo Se,-1994.0,140 min,"Action, Drama",4.7,43,Latif Khan,Shatrughan Sinha,Sanjay Dutt
Insaaf Ki Awaaz,-1986.0,162 min,"Action, Drama",4.8,28,D. Rama Naidu,Rekha,Anil Kapoor
Insaaf: The Final Justice,-1997.0,155 min,"Action, Comedy, Drama",4.2,864,Dayal Nihalani,Akshay Kumar,Shilpa Shetty Kundra
Insaaf: The Justice,-2004.0,136 min,"Action, Drama",3.9,92,Shrey Srivastava,Dino Morea,Namrata Shirodkar
Insaan,-1982.0,150 min,"Action, Drama, Family",5.4,29,Narendra Bedi,Jeetendra,Vinod Khanna
Insaan Jaag Utha,-1959.0,135 min,"Drama, Family, Musical",6.8,38,Shakti Samanta,Sunil Dutt,Madhubala
Insaaniyat,-1974.0,133 min,"Drama, Family",6.5,13,Prayag Raj,Shashi Kapoor,Madhu
Insaf Ka Tarazu,-1980.0,146 min,"Crime, Drama",6.4,231,B.R. Chopra,Zeenat Aman,Raj Babbar
Insan,-2005.0,141 min,"Action, Crime, Drama",4.6,"1,295",K. Subhash,Akshay Kumar,Ajay Devgn
Insaniyat,-1994.0,180 min,"Action, Crime, Drama",3.0,262,Tony Juneja,Tom Alter,Sadashiv Amrapurkar
Insaniyat,-1955.0,185 min,"Action, Drama, Romance",7.4,79,S.S. Vasan,Dilip Kumar,Dev Anand
Insaniyat Ke Dushman,-1987.0,145 min,Action,4.6,52,Rajkumar Kohli,Dharmendra,Shatrughan Sinha
"Inshallah, Kashmir",-2012.0,82 min,Documentary,6.8,131,Ashvin Kumar,Omar Abdullah,Bashir Baba
Inspector Balram,-1991.0,143 min,"Action, Drama, Thriller",6.9,342,I.V. Sasi,Mammootty,Murali
Inspector Dhanush,-1991.0,150 min,"Action, Drama",6.2,29,Shyam Ramsay,Tulsi Ramsay,Vishnuvardhan
Inspector Gullu,-2018.0,124 min,Action,6.8,32,Aziz Naser,Habib Al Aidroos,Adnan Sajid Khan
Intaquam,-1969.0,144 min,"Drama, Thriller",6.8,48,R.K. Nayyar,Ashok Kumar,Sadhana
Inteha,-2003.0,155 min,"Action, Drama, Thriller",5.1,153,Vikram Bhatt,Ashmit Patel,Vidya Malvade
Inteha Pyar Ki,-1992.0,159 min,"Drama, Family, Musical",3.8,30,J.K. Bihari,Vikas Anand,Aparajita
Inteqam,-2001.0,138 min,"Comedy, Crime",2.6,10,Aslam Azmi,Akshay Anand,Tinnu Anand
Inteqam: The Perfect Game,-2004.0,127 min,"Action, Thriller",5.0,85,Pankaj Parashar,Manoj Bajpayee,Isha Koppikar
International Crook,-1974.0,138 min,"Action, Crime",6.5,62,Pachhi,Dharmendra,Saira Banu
International Khiladi,-1999.0,175 min,"Action, Crime, Drama",4.8,"2,082",Umesh Mehra,Akshay Kumar,Twinkle Khanna
Intezar,-1973.0,116 min,Drama,5.8,5,Mohan Singh Kavia,Rinku Jaiswal,Padmini Kapila
Iqbal,-2005.0,132 min,"Drama, Sport",8.1,"16,185",Nagesh Kukunoor,Shreyas Talpade,Naseeruddin Shah
Iqraar: By Chance,-2006.0,130 min,"Comedy, Romance",4.7,41,K. Ravi Shankar,Amarjeet,Shilpa Anand
Irada,-2017.0,109 min,"Drama, Mystery, Thriller",6.3,"1,284",Aparnaa Singh,Naseeruddin Shah,Arshad Warsi
Is Raat Ki Subah Nahin,-1996.0,131 min,"Crime, Thriller",6.7,279,Sudhir Mishra,Murad Ali,Tara Deshpande
Is She Raju?,-2019.0,155 min,Comedy,5.0,38,Rahul Kumar Shukla,Aditi Bhagat,Ansh Gupta
Ishaara,-1964.0,129 min,Drama,5.4,10,K. Amarnath,Joy Mukherjee,Vyjayanthimala
Ishaara,-2008.0,152 min,Crime,4.7,7,Dharam,Angeilla Dobson,Milind Gunaji
Ishaqzaade,-2012.0,120 min,"Action, Drama, Romance",6.5,"7,145",Habib Faisal,Arjun Kapoor,Parineeti Chopra
Ishk Actually,-2013.0,103 min,Romance,2.6,143,Anish Khanna,Neha Ahuja,Raayo S. Bakhirta
Ishk Ishk Ishk,-1974.0,131 min,"Drama, Romance",7.3,59,Dev Anand,Dev Anand,Zeenat Aman
Ishkq in Paris,-2013.0,95 min,"Comedy, Romance",3.8,751,Prem Soni,Preity Zinta,Isabelle Adjani
Ishq,-1997.0,161 min,"Action, Comedy, Drama",6.9,"10,128",Indra Kumar,Aamir Khan,Ajay Devgn
Ishq Forever,-2016.0,125 min,Romance,4.0,96,Sameer Sippy,Krishna Chaturvedi,Ruhi Singh
Ishq Hai Tumse,-2004.0,148 min,Romance,3.1,151,G. Krishna,Dino Morea,Bipasha Basu
Ishq Ka Manjan,-2017.0,135 min,"Comedy, Drama",5.8,12,Ramkumar Pawadia,Munesh Nehra,Asrani
Ishq Ke Parindey,-2015.0,120 min,"Music, Romance",6.8,51,Shakir Khan,Rishi Verma,Priyanka Mehta
Ishq Mein Jeena Ishq Mein Marna,-1994.0,134 min,Romance,5.7,10,Mahrukh Mirza,Divya Dutta,Brij Gopal
Ishq Tera,-2018.0,122 min,"Drama, Romance, Thriller",5.5,12,Jojo D'Souza,Hrishitaa Bhatt,Shahbaaz Khan
Ishq Vishk,-2003.0,134 min,"Comedy, Romance",6.0,"3,937",Ken Ghosh,Shahid Kapoor,Amrita Rao
Ishqedarriyaan,-2015.0,132 min,Romance,4.8,151,V.K. Prakash,Mimoh Chakraborty,Kavin Dave
Ishqeria,-2018.0,118 min,"Comedy, Romance",4.1,167,Prerna Wadhawan,Manish Anand,Raj Babbar
Ishqiya,-2010.0,118 min,"Comedy, Drama, Romance",7.3,"10,075",Abhishek Chaubey,Vidya Balan,Naseeruddin Shah
Isi Ka Naam Zindagi,-1992.0,140 min,"Action, Comedy, Drama",5.7,604,Kalidas,Aamir Khan,Farha Naaz
Isi Life Mein...!,-2010.0,139 min,"Comedy, Drama, Romance",5.4,391,Vidhi Kasliwal,Akshay Oberoi,Sandeepa Dhar
ISIS,-2017.0,92 min,Action,6.4,18,Yuvraj Kumar,Amrityan,Moshin Bhat
ISIS: Enemies of Humanity,-2017.0,135 min,Action,7.5,8,Yuvraj Kumar,Yuvraj Kumar,Manon Faure
Iski Topi Uske Sarr,-1998.0,129 min,"Action, Crime, Drama",4.4,45,Raju Mavani,Arun Bakshi,Prem Chopra
Island City,-2015.0,108 min,Drama,6.7,315,Ruchika Oberoi,Vinay Pathak,Amruta Subhash
Issaq,-2013.0,148 min,"Drama, Romance",4.5,439,Manish Tiwary,Prateik,Amyra Dastur
Issi Ka Naam Dunia Hai,-1962.0,130 min,"Drama, Music",6.7,6,Shakti Samanta,Ashok Kumar,Shyama
It Happens That Way Too: Part II,-2003.0,137 min,"Comedy, Crime, Drama",7.3,719,Shashanka Ghosh,Arshad Warsi,Prashant Narayanan
Iti Mrinalini: An Unfinished Letter...,-2010.0,131 min,Drama,6.8,503,Aparna Sen,Konkona Sen Sharma,Anjan Dutt
Itihaas,-1987.0,138 min,"Drama, Family",5.0,34,V. Joshi,Raaj Kumar,Shabana Azmi
Itihaas,-1997.0,154 min,"Action, Drama, Romance",3.5,292,Raj Kanwar,Ajay Devgn,Twinkle Khanna
Itni Si Baat,-1981.0,138 min,"Comedy, Family",6.9,71,Madhu M.,Sanjeev Kumar,Moushumi Chatterjee
It's Entertainment,-2014.0,140 min,"Action, Comedy, Drama",4.5,"7,875",Sajid,Farhad Samji,Akshay Kumar
It's Rocking: Dard-E-Disco,-2012.0,93 min,Comedy,4.3,9,Ashok Tyagi,Asrani,Arun Bakshi
Ittefaq,-1969.0,104 min,"Crime, Mystery, Thriller",7.4,985,Yash Chopra,Rajesh Khanna,Nanda
Ittefaq,-2001.0,138 min,"Action, Comedy, Drama",4.5,80,Sanjay Khanna,Sunil Shetty,Mukul Dev
Ittefaq,-2017.0,105 min,"Crime, Mystery, Thriller",7.2,"10,842",Abhay Chopra,Sidharth Malhotra,Sonakshi Sinha
Izzat,-1968.0,135 min,"Drama, Romance",7.0,74,T. Prakash Rao,Dharmendra,Tanuja
Izzat,-1991.0,156 min,"Action, Drama",5.8,43,Ashok Gaekwad,Jackie Shroff,Sangeeta Bijlani
Izzatdaar,-1990.0,172 min,"Action, Crime, Drama",5.0,183,K. Bapaiah,Jasti Hemambar,Dilip Kumar
J.D.,-2017.0,127 min,Drama,5.3,18,Shailendra Pandey,Rina Charaniya,Arvind Gaur
Jaadugar,-1989.0,173 min,"Comedy, Fantasy",4.1,484,Prakash Mehra,Amitabh Bachchan,Jaya Prada
Jaago,-2004.0,122 min,"Crime, Drama, Thriller",6.5,154,Mehul Kumar,Sanjay Kapoor,Raveena Tandon
Jaagruti,-1993.0,134 min,"Action, Drama",4.2,973,Suresh Krishna,Salman Khan,Karisma Kapoor
Jaal,-1952.0,165 min,"Crime, Thriller",7.2,115,Guru Dutt,Dev Anand,Geeta Bali
Jaal,-1967.0,156 min,"Action, Crime, Drama",5.8,31,Moni Bhattacharjee,Biswajit Chatterjee,Mala Sinha
Jaal Saaz,-1969.0,136 min,Action,6.9,8,Mohammed Hussain,Aravind Sen,Bambi
Jaal: The Trap,-2003.0,142 min,"Action, Drama, Romance",4.1,459,Guddu Dhanoa,Sunny Deol,Tabu
Jaali Note,-1960.0,155 min,"Action, Crime, Drama",7.3,77,Shakti Samanta,Dev Anand,Madhubala
Jaan,-1996.0,170 min,"Action, Drama, Romance",4.1,540,Raj Kanwar,Ajay Devgn,Twinkle Khanna
Jaan Hatheli Pe,-1987.0,160 min,Action,5.6,48,Raghunath Jhalani,Dharmendra,Jeetendra
Jaan Hazir Hai,-1975.0,140 min,Drama,5.9,7,Manohar Nath Rangroo,Urmila Bhatt,Iftekhar
Jaan Ki Baazi,-1985.0,139 min,Action,4.7,43,Ajay Kashyap,Sanjay Dutt,Anita Raj
Jaan Lada Denge,-1990.0,137 min,Action,6.6,5,Dilip Gulati,Hemant Birje,Sahila Chaddha
Jaan Se Pyaara,-1992.0,180 min,"Action, Crime, Drama",5.3,106,Anand,Govinda,Divya Bharti
Jaan Tere Naam,-1992.0,150 min,"Drama, Romance",5.9,147,Deepak Balraj Vij,Ronit Roy,Farheen
Jaanam,-1992.0,127 min,Romance,4.6,68,Vikram Bhatt,Rahul Roy,Pooja Bhatt
Jaanam Samjha Karo,-1999.0,153 min,"Drama, Romance",4.8,"1,705",Andaleeb Sultanpuri,Salman Khan,Urmila Matondkar
Jaane Bhi Do Yaaro,-1983.0,132 min,"Comedy, Crime, Drama",8.4,"13,465",Kundan Shah,Naseeruddin Shah,Ravi Baswani
Jaane Hoga Kya,-2006.0,155 min,"Action, Crime, Sci-Fi",2.7,167,Ankush,Glen Barreto,Glenn
Jaane Jigar,-1998.0,175 min,"Comedy, Drama, Family",3.3,30,Arshad Khan,Talat Jani,Jackie Shroff
Jaane Kahan Se Aayi Hai,-2010.0,94 min,"Comedy, Drama, Fantasy",3.8,570,Milap Zaveri,Priyanka Chopra Jonas,Akshay Kumar
Jaane Kyun De Yaaron,-2018.0,131 min,Drama,4.8,38,Akshay Anand,Muntazir Ahmad,Akshay Anand
Jaane Tu,-2008.0,155 min,"Comedy, Drama, Romance",7.5,"25,819",Abbas Tyrewala,Imran Khan,Genelia D'Souza
Jaane-Anjaane,-1971.0,139 min,Drama,6.5,40,Shakti Samanta,Shammi Kapoor,Leena Chandavarkar
Jaaneman,-1976.0,110 min,"Crime, Drama, Romance",6.8,48,Chetan Anand,Dev Anand,Hema Malini
Jaan-E-Mann: Let's Fall in Love... Again,-2006.0,165 min,"Comedy, Drama, Musical",6.1,"8,218",Shirish Kunder,Salman Khan,Akshay Kumar
Jaani Dost,-1983.0,153 min,"Action, Comedy, Drama",5.8,70,K. Raghavendra Rao,Dharmendra,Jeetendra
Jaani Dushman,-1979.0,154 min,"Action, Horror, Mystery",6.1,455,Rajkumar Kohli,Sunil Dutt,Sanjeev Kumar
Jaani Dushman: Ek Anokhi Kahani,-2002.0,170 min,"Action, Fantasy, Thriller",2.8,"3,240",Rajkumar Kohli,Sunny Deol,Arman Kohli
Jaanisaar,-2015.0,124 min,"Drama, Romance",5.0,116,Muzaffar Ali,Imran Abbas,Pernia Qureshi
Jaanwar,-1999.0,172 min,"Action, Crime, Drama",6.0,"2,578",Suneel Darshan,Akshay Kumar,Karisma Kapoor
Jaanwar Aur Insaan,-1972.0,155 min,"Action, Adventure, Thriller",6.3,36,Tapi Chanakya,Shashi Kapoor,Rakhee Gulzar
Jaaydaad,-1989.0,129 min,"Crime, Drama",4.2,16,Dilip Naik,Shashi Kapoor,Raj Babbar
Jab Harry Met Sejal,-2017.0,143 min,"Comedy, Drama, Romance",5.3,"19,349",Imtiaz Ali,Shah Rukh Khan,Anushka Sharma
Jab Jab Phool Khile,-1965.0,141 min,"Musical, Romance",6.9,278,Suraj Prakash,Nanda,Shashi Kapoor
Jab Pyar Kisise Hota Hai,-1961.0,139 min,"Comedy, Drama, Musical",6.8,120,Nasir Hussain,Dev Anand,Asha Parekh
Jab Se Tumhe Dekha Hai,-1963.0,136 min,"Drama, Romance",6.2,26,Kedar Kapoor,Pradeep Kumar,Geeta Bali
Jab Tak Hai Jaan,-2012.0,176 min,"Drama, Romance",6.7,"52,231",Yash Chopra,Shah Rukh Khan,Katrina Kaif
Jab Tum Kaho,-2016.0,94 min,Drama,5.6,14,Shankar Vikram,Parvin Dabas,Ambalika Sarkar
Jab We Met,-2007.0,138 min,"Comedy, Drama, Romance",7.9,"49,012",Imtiaz Ali,Shahid Kapoor,Kareena Kapoor
Jab Yaad Kisi Ki Aati Hai,-1967.0,158 min,"Family, Romance",6.5,24,Naresh Saigal,Mala Sinha,Dharmendra
Jabariya Jodi,-2019.0,125 min,"Action, Comedy, Drama",4.4,"1,317",Prashant Singh,Sidharth Malhotra,Parineeti Chopra
Jack & Dil,-2018.0,98 min,"Comedy, Family",7.5,715,Sachin P. Karande,Amit Sadh,Arbaaz Khan
Jackpot,-2013.0,132 min,"Comedy, Thriller",2.0,721,Kaizad Gustad,Naseeruddin Shah,Sunny Leone
Jacqueline I Am Coming,-2019.0,112 min,Drama,8.1,17,Banty Dubey,Raghuvir Yadav,Kiran D Patil
Jadu Tona,-1977.0,112 min,"Horror, Romance",6.1,46,Ravikant Nagaich,Ashok Kumar,Feroz Khan
Jaganmohini,-1978.0,163 min,Fantasy,6.6,31,B. Vittalacharya,Jayamalini,Narasimha Raju
Jagga Jasoos,-2017.0,161 min,"Action, Adventure, Comedy",6.5,"9,428",Anurag Basu,Ranbir Kapoor,Katrina Kaif
Jagir,-1984.0,135 min,"Action, Adventure, Drama",6.4,156,Pramod Chakravorty,Dharmendra,Zeenat Aman
Jagira,-2001.0,139 min,"Action, Crime, Drama",5.1,17,Kanti Shah,Ishrat Ali,Hemant Birje
Jagriti,-1955.0,138 min,"Comedy, Drama, Family",6.8,140,Satyen Bose,Abhi Bhattacharya,Pranoti Ghosh
Jahan Jaaeyega Hamen Paaeyega,-2007.0,137 min,"Action, Comedy, Crime",3.9,42,Janmendra Ahuja,Govinda,Divyaa Dwivedi
Jahan Pyar Miley,-1969.0,138 min,"Drama, Family",6.4,27,Lekh Tandon,Shashi Kapoor,Hema Malini
Jahan Tum Le Chalo,-1999.0,173 min,Romance,6.1,23,Desh Deepak,Rana Jung Bahadur,Shail Chaturvedi
Jai Chhathi Maa,-2019.0,141 min,Family,7.8,8,Murari Sinha,Preeti Jhangiani,Ravi Kishan
Jai Gangaajal,-2016.0,149 min,"Crime, Drama",5.6,"2,455",Prakash Jha,Priyanka Chopra Jonas,Prakash Jha
Jai Ho,-2014.0,135 min,"Action, Drama",5.1,"18,411",Sohail Khan,Salman Khan,Daisy Shah
Jai Ho! Democracy,-2015.0,85 min,"Comedy, War",5.2,55,Bikramjeet Bhullar,Ranjit Kapoor,Azb Dahal
Jai Jagannath,-2007.0,127 min,"Drama, Fantasy, History",7.9,37,Sabyasachi Mohapatra,Sritam Das,Brendra N. Gochhikar
Jai Jawaan Jai Kisaan,-2015.0,100 min,"Biography, Drama, History",5.2,28,Milann Ajmera,Rati Agnihotri,Kanchan Awasthi
Jai Kishen,-1994.0,129 min,"Action, Drama",5.1,623,Sunil Agnihotri,Akshay Kumar,Ayesha Jhulka
Jai Mahakali,-1951.0,162 min,Fantasy,7.2,5,Dhirubhai Desai,Nirupa Roy,Shahu Modak
Jai Mummy Di,-2020.0,103 min,"Comedy, Drama, Romance",3.6,827,Navjot Gulati,Poonam Dhillon,Supriya Pathak
Jai Santoshi Maa,-1975.0,145 min,"Drama, Fantasy",6.2,118,Vijay Sharma,Bharat Bhushan,Ashish Kumar
Jai Shiv Shankar,-1990.0,90 min,Drama,5.3,19,S.A. Chandrashekhar,Rajesh Khanna,Jeetendra
